PID,startdate,enddate,duration,week,noise,model_included,peak_time,peak_intensity,factors__current_season,factors__past_season,factors__past_season2,factors__model,survey_summary_from_participant
5983,2023-02-04 21:16:55,2023-02-04 21:21:07,252,-2,2.5,0,95.0,1000.0,1,1,1,0,"To see what estimates people will make of the data in the graph, and which factors they will choose to emphasize"
4765,2023-02-04 21:18:07,2023-02-04 21:22:11,243,4,2.5,0,84.0,1250.0,1,1,1,0,"To have people guess what day the current season will peak, and how high the peak will be."
1146,2023-02-04 21:10:20,2023-02-04 21:22:13,712,1,10.0,0,209.0,100.0,1,0,0,0,Predicting the seriousness of an epidemic 
5935,2023-02-04 21:19:44,2023-02-04 21:22:16,151,2,10.0,0,185.0,2010.0,0,1,0,0,Forecast some decisions based off of previous data points.
916,2023-02-04 21:19:17,2023-02-04 21:22:41,204,-2,10.0,0,112.0,1000.0,1,1,1,0,To see how we estimate.
494,2023-02-04 21:16:55,2023-02-04 21:23:23,387,3,2.5,0,89.0,549.0,1,1,1,0,The goal of the study was to have people estimate the peak day and number of hospitalizations of a false epidemic based on previous and estimated data.
5457,2023-02-04 21:16:53,2023-02-04 21:23:35,401,3,10.0,1,86.0,880.0,1,1,1,1,To predict the number of hospitalizations on the projected peak day of a virus.
4787,2023-02-04 21:14:48,2023-02-04 21:24:23,574,4,10.0,0,100.0,700.0,1,0,0,0,To get an estimated spread on the spread of the disease and the peak point.
2920,2023-02-04 21:18:14,2023-02-04 21:24:48,394,-2,5.0,1,88.0,708.0,0,1,1,1,"To predict, using a variety of data, the peak of a pandemic (in terms of day) and the number of hospitalizations during the peak,"
986,2023-02-04 21:21:49,2023-02-04 21:25:03,193,4,10.0,1,98.0,1465.0,1,1,1,1,To determine how you interpret statistical data.
4860,2023-02-04 21:08:00,2023-02-04 21:28:02,1202,-2,5.0,0,59.0,138.0,0,1,0,0,To see if we could figure out the peak day on a graph
1892,2023-02-04 21:20:51,2023-02-04 21:28:53,482,3,5.0,0,60.0,65.0,0,0,1,0,The goal was to see what the peak day would be for the epidemic. Included in the goal was to estimate how many hospitalizations were on the peak day.
4820,2023-02-04 21:24:42,2023-02-04 21:29:07,265,2,2.5,1,63.0,131.0,0,0,1,0,to see the peak number of days and how many hospitalizations that a surveillance camera found of an epidemic. 
3506,2023-02-04 21:27:39,2023-02-04 21:29:16,97,4,10.0,0,52.0,34.0,1,0,0,0,
3765,2023-02-04 21:26:31,2023-02-04 21:29:51,200,-2,10.0,1,89.0,1123.0,1,1,1,1,To find using recent data on a fictional infection to identify a trend of the infectious period and guess when the peak day would occur.
4012,2023-02-04 21:24:54,2023-02-04 21:31:11,377,4,2.5,1,112.0,1850.0,1,1,1,1,To determine the day of the peak and what the peak hospitalizations would be for a viral pathogen.
475,2023-02-04 21:28:11,2023-02-04 21:31:56,225,-2,2.5,0,57.0,64.0,0,0,1,0,To show the information of a fictitious disease. We also had to pick out the peak day and how many hospitalizations.
794,2023-02-04 21:28:19,2023-02-04 21:32:15,236,1,5.0,1,90.0,100.0,1,1,1,1,If i can read graphs
3957,2023-02-04 21:30:29,2023-02-04 21:32:40,131,3,5.0,1,84.0,300.0,1,1,1,1,It was to predict the number of hospitalizations.
5354,2023-02-04 21:27:34,2023-02-04 21:32:44,309,1,2.5,1,112.0,1250.0,1,1,1,1, To make predictions based on the graph.
3797,2023-02-04 21:19:38,2023-02-04 21:33:44,845,-2,2.5,1,90.0,800.0,1,0,0,0,The goal of the study was to see if we could use the data provided to give an estimate of hospitalizations for a ficitional pandemic
4326,2023-02-04 21:31:15,2023-02-04 21:34:00,165,1,2.5,0,75.0,610.0,1,0,0,0,See how much we trust AI?
2991,2023-02-04 21:29:32,2023-02-04 21:34:05,272,3,10.0,0,56.0,1500.0,0,0,1,0,"The goal was to predict by analyzing the data provided by the graph, the peak day of the breakout and the amount of hosptiizations on that day."
2630,2023-02-04 21:30:14,2023-02-04 21:34:15,241,2,10.0,1,90.0,750.0,1,1,1,1,The goal of this study was to estimate the peak incident hospitalizations caused by a fictitious agent based on various sets of data and predictions 
517,2023-02-04 21:30:29,2023-02-04 21:35:46,317,2,2.5,0,100.0,1000.0,1,1,1,0,Estimate peak day for hospitalizations from an infectious disease and the number of hospitalizations for that day based on data from last season and two seasons ago. 
662,2023-02-04 21:25:50,2023-02-04 21:35:59,609,3,2.5,1,98.0,1400.0,1,1,1,0,"Seeing people predictions and the data that they choose use (o not use) to make their prediction. S1 to S2 saw large growth but the predictions / surveillance / current data, seemed to me, to suggest that it would weaken and be somewhere between the two."
5108,2023-02-04 21:33:48,2023-02-04 21:37:28,220,2,2.5,1,72.0,2534.128,1,0,0,1,To find out the number of hospitalizations that were caused by a mysterious disease
2391,2023-02-04 21:34:35,2023-02-04 21:37:41,186,-2,10.0,1,118.0,518.0,0,1,0,0,
1399,2023-02-04 21:34:08,2023-02-04 21:38:12,244,4,5.0,1,190.0,1800.0,1,1,1,1,This study was about hospitalizations in a pandemic setting with the chart data to go by for an indicator.  So you were given information and told to give your guess on the possible outcome.
2686,2023-02-04 21:26:29,2023-02-04 21:38:26,716,3,5.0,0,136.0,672.0,1,1,1,0,When an imaginary virus will have the most hospitalizations. And at which day it will reach its peak.
481,2023-02-04 21:36:30,2023-02-04 21:38:47,136,1,10.0,1,98.0,1000.0,0,1,0,1,The goal is to study the pattern of incident hospitalizations caused by an infectious agent and predict the 2 specified quantities. 
3670,2023-02-04 21:28:14,2023-02-04 21:39:09,654,2,10.0,0,119.0,130.0,0,1,0,0,This study was to look at surveillance data of incidence of hospitalizations and comparing data from two seasons ago and one season ago to determine the peak and the number of hospitalizations.
829,2023-02-04 21:32:56,2023-02-04 21:39:59,422,-2,10.0,0,89.0,1123.0,1,0,0,0,to determine when the peak day and peak hospitalizations were.
2408,2023-02-04 21:37:25,2023-02-04 21:40:21,175,2,5.0,0,84.0,750.0,1,1,1,0,To predict the peaks of a fake disease/epidemic based on provided data 
446,2023-02-04 21:34:43,2023-02-04 21:40:38,355,3,10.0,1,210.0,210.0,0,1,1,0,Honestly it was very vague. Perhaps the goal was to see if someone could follow a confusing scenario and complete the survey for .35 cents. 
2881,2023-02-04 21:37:55,2023-02-04 21:40:52,177,1,5.0,0,84.0,1100.0,1,1,1,0,It was to see how people predicted something based on the data provided. They possibly want to know people's thought process.
4753,2023-02-04 21:39:15,2023-02-04 21:41:53,157,4,5.0,0,84.0,1000.0,0,1,1,0,To understand how one might use historical data and present trending data to predict a future outcome.
4423,2023-02-04 21:36:45,2023-02-04 21:42:04,318,3,2.5,1,100.0,500.0,1,1,1,0,To see if people would take past data into account when prediciting the future.
1803,2023-02-04 21:37:30,2023-02-04 21:43:03,332,2,5.0,1,125.0,300.0,0,1,1,0,To see if people can accurately predict events based on previous data. 
3540,2023-02-04 21:37:53,2023-02-04 21:43:31,337,-2,5.0,0,52.0,1650.0,0,0,1,0,determine  the number of hospital incidents. 
996,2023-02-04 21:42:32,2023-02-04 21:44:12,100,-2,5.0,1,59.0,138.0,0,1,0,0,To determine peak hospitalizations in one day.
4283,2023-02-04 21:41:10,2023-02-04 21:44:23,193,4,2.5,1,57.0,64.0,0,0,1,0,study the pattern of incident hospitalizations caused by this infectious agent and then provide a prediction.
3521,2023-02-04 21:40:24,2023-02-04 21:45:07,283,4,2.5,1,57.0,1955.0,0,0,1,0,I am not sure
3842,2023-02-04 21:43:22,2023-02-04 21:45:34,132,1,2.5,0,126.0,950.0,0,1,0,0,
1097,2023-02-04 21:44:33,2023-02-04 21:47:01,147,-2,5.0,1,95.0,1500.0,0,1,0,1,To look at the charts and predict the peak day and amount.
520,2023-02-04 21:41:48,2023-02-04 21:47:05,317,1,10.0,0,118.0,518.0,0,1,0,0,"Not that I fully got it or achieved what was expected, but i think the goal was to look at previous trends and determine the next coming spike (day and amount)."
4570,2023-02-04 21:44:57,2023-02-04 21:47:24,147,-2,2.5,1,89.0,1670.0,1,1,1,0,to identify when the peak of the epidemic will be
5853,2023-02-04 21:44:02,2023-02-04 21:48:42,280,2,2.5,1,87.0,467.0,1,1,1,1,To determine what the impact of statistical information on epidemics on decision-making and perceptions on epidemic peaks by laypeople
4529,2023-02-04 21:44:47,2023-02-04 21:48:50,243,4,5.0,0,98.0,739.0,1,1,1,0,To see how people can use data to predict trends in data. Particularly when in relation to epidemics and data trends over time.
1430,2023-02-04 21:45:24,2023-02-04 21:49:20,235,-2,5.0,0,168.0,133.0,0,1,1,0,To look at a graph with data points. Then estimate what you though the peak amount would be.
1930,2023-02-04 21:47:44,2023-02-04 21:50:30,165,3,10.0,0,136.0,464.0,1,1,1,0,To predict current peak number of deaths at a given week.
531,2023-02-04 21:48:06,2023-02-04 21:50:41,154,1,2.5,1,112.0,140.0,1,1,1,0,To predict based of previous data the highest point on a graph.
3641,2023-02-04 21:43:16,2023-02-04 21:51:03,466,-2,10.0,1,91.0,671.0,1,0,0,0,estimates based on data. 
277,2023-02-04 21:48:51,2023-02-04 21:51:05,134,2,2.5,0,57.0,1955.0,0,0,1,0,To see the prediction of the peak of hospitalization. I had to determine through the data presented and saw blue dots and black lines
998,2023-02-04 21:47:44,2023-02-04 21:51:32,227,4,10.0,1,57.0,1465.0,1,1,1,0,To test people's graph comprehension or maybe something to do with perception vs reality when it comes to epidemics
4095,2023-02-04 21:42:54,2023-02-04 21:51:34,519,-2,2.5,0,67.0,1766.0,1,1,0,0,To predict data from previous data sets.
743,2023-02-04 21:47:05,2023-02-04 21:51:44,278,2,10.0,1,55.0,1475.0,0,0,1,0,I believe the goal of the study is to see if it is possible to predict an event from gathered information.
2490,2023-02-04 21:47:56,2023-02-04 21:52:02,246,4,10.0,0,210.0,2500.0,1,1,1,0,I have zero clue.
427,2023-02-04 21:48:11,2023-02-04 21:52:03,231,3,5.0,1,100.0,2350.0,0,1,1,0,"The goal of this study was to see how people interpret data from an epidemic, as well as what data people use to come to a conclusion. "
508,2023-02-04 21:50:45,2023-02-04 21:52:08,82,2,5.0,1,104.0,2469.0,0,0,0,1,I felt th eprediction data was what was worth looking and understanding.
5056,2023-02-04 21:48:13,2023-02-04 21:54:30,377,2,5.0,0,90.0,1200.0,1,1,1,0,
1660,2023-02-04 21:49:59,2023-02-04 21:55:01,302,1,5.0,1,113.0,3904.0,0,0,0,1,The goal was to predict when the peak of a fictional epidemic would be.
2113,2023-02-04 21:52:55,2023-02-04 21:55:01,125,3,2.5,1,101.0,2000.0,1,1,1,1,"To make an attempt at predicting the date at which things will be at their peak, along with a distinct number describing what that peak will be."
5304,2023-02-04 21:50:56,2023-02-04 21:55:10,254,1,10.0,0,155.0,725.0,1,1,1,0,Ability to analyze and then use data
137,2023-02-04 21:42:39,2023-02-04 21:55:46,787,3,2.5,0,57.0,64.0,1,0,1,0,The goal of this study was to identify the peak day of a season. It is to help identify when the pandemic will affect the most people.
1482,2023-02-04 21:54:24,2023-02-04 21:57:27,183,-2,10.0,0,89.0,1123.0,1,1,0,0,To figure out if one can determine the maximum amount of hospitalizations from an epidemic.
896,2023-02-04 21:49:14,2023-02-04 21:57:34,499,3,2.5,0,57.0,1950.0,1,0,1,0,Seeing what people see on charts. Making estimates would be another thing that could be the goal of the study
697,2023-02-04 21:55:41,2023-02-04 21:58:04,142,-2,10.0,0,57.0,60.0,1,1,0,0,They wanted to me to look at data and predict what was going to happen in the future.
2822,2023-02-04 21:55:51,2023-02-04 21:58:14,143,1,2.5,0,57.0,1955.0,1,0,0,0,I think. thatt he goal of this study was to analyze how people read data and interpret it.
1383,2023-02-04 21:52:55,2023-02-04 21:59:23,387,3,5.0,0,160.0,450.0,0,1,1,0,extremely hard to say. potentially attempting to forecast the next covid wave?
5677,2023-02-04 21:51:50,2023-02-04 22:01:29,579,4,2.5,0,132.0,194.0,1,1,0,0,Predicting the number of cases in an epidemic and the day when the cases will peak.
227,2023-02-04 21:59:57,2023-02-04 22:02:48,171,4,2.5,1,98.0,1982.0,0,0,0,1,To see if we believed and could read charts/graphs.
1440,2023-02-04 21:58:50,2023-02-04 22:02:51,240,1,10.0,0,59.0,115.0,1,0,0,0,The goal of the study is to make predictions about the data presented. I interpreted the data based on the information given.
4634,2023-02-04 22:02:10,2023-02-04 22:03:23,72,-2,5.0,0,200.0,2000.0,1,1,0,0,To see how I would study the pattern of incident hospitalizations caused by this infectious agent.
1999,2023-02-04 21:58:49,2023-02-04 22:04:14,324,2,10.0,0,51.0,1468.0,0,0,1,0,To see how people predicted things based on a chart.
5388,2023-02-04 22:02:53,2023-02-04 22:05:26,152,-2,2.5,1,190.0,400.0,1,1,1,0,To determine whether we thought old data could help represent incoming/future data
3532,2023-02-04 21:56:12,2023-02-04 22:05:50,577,3,5.0,1,84.0,421.0,0,0,0,1,How people use data to estimate effects of disease.
4680,2023-02-04 22:04:51,2023-02-04 22:06:52,120,4,5.0,1,1756.0,124.0,1,1,1,0,To see if anyone is good when it comes to analytics. 
3160,2023-02-04 21:57:20,2023-02-04 22:09:26,725,-2,5.0,1,103.0,1800.0,0,0,0,1,"Frankly, I don't indulge in this type of question. Stop with the tease and trying to be coy and just debrief us already. Besides the point, it's not as mysterious as you might think when the questions are explicit with the interpretation of the graph. Just get on with it!"
3029,2023-02-04 22:02:31,2023-02-04 22:10:02,451,1,5.0,1,130.0,2039755.0,0,1,1,0,I think the goal of the study was to understand how people use data to make predictions and determine  goals.
2395,2023-02-04 22:06:27,2023-02-04 22:10:31,243,2,5.0,0,500.0,600.0,1,1,1,0,I dont know the goal of the study 
2486,2023-02-04 22:07:10,2023-02-04 22:10:55,225,4,2.5,0,57.0,65.0,1,0,0,0,To see how well people read a graph.
3169,2023-02-04 22:09:19,2023-02-04 22:10:57,98,1,5.0,0,98.0,1200.0,1,1,1,0,probably to get an idea of the way people interpret data in graphs given a current trend and previous data
1818,2023-02-04 22:07:35,2023-02-04 22:14:20,404,3,2.5,1,57.0,1955.0,0,0,0,1,The goal was to understand the maximum hospitalizations. This was represented on the peak day.
5296,2023-02-04 22:14:07,2023-02-04 22:14:43,35,-2,10.0,1,6.0,0.0,1,0,0,0,
5734,2023-02-04 22:10:53,2023-02-04 22:15:10,256,-2,2.5,0,75.0,1800.0,1,1,1,0,To see how good people are at understanding graph data and what their predictions are.
1998,2023-02-04 22:15:33,2023-02-04 22:17:34,121,2,2.5,0,85.0,1200.0,1,1,1,0,to figure out how people predict info given past behavior.
4288,2023-02-04 22:06:42,2023-02-04 22:17:39,656,4,5.0,0,57.0,1666.0,1,0,1,0,The purpose of this research is to collect predictions of the day when the epidemic will peak. And the number of incident hospitalizations reported on that peak day.
871,2023-02-04 22:14:44,2023-02-04 22:18:03,198,2,2.5,1,72.0,72.0,1,0,0,0,
4308,2023-02-04 22:16:00,2023-02-04 22:18:04,123,2,5.0,1,112.0,1000.0,0,1,1,0,Predicting trends in infection rates
879,2023-02-04 22:16:16,2023-02-04 22:18:23,126,2,2.5,1,112.0,3000.0,1,1,1,0,I had to predict the peak day and how many hospitalizations would occur on that day.
3823,2023-02-04 22:15:29,2023-02-04 22:21:12,343,3,10.0,1,101.0,1713.0,0,0,0,1,Predicting the peak  day and number of hospitalizations based on historical and other relevant available data
3913,2023-02-04 22:15:40,2023-02-04 22:22:14,394,4,10.0,0,114.0,560.0,1,1,0,0,The goal was for us to predict what we believe would be the peak day and the maximum hospitalizations
276,2023-02-04 22:19:02,2023-02-04 22:23:42,280,-2,10.0,1,56.0,1500.0,0,0,1,0,To see the number of infections on a peak day
630,2023-02-04 22:16:19,2023-02-04 22:24:17,477,1,5.0,1,94.0,2500.0,1,1,0,1,"Using historical trends to forecast projected ""results"".   Not a lot of background information but tried to anticipate a trend."
541,2023-02-04 22:22:04,2023-02-04 22:25:12,188,3,5.0,1,98.0,2200.0,0,0,1,1,To see if participants would use the surveillance system's prediction to form their estimation of the true peak day.
5992,2023-02-04 22:20:27,2023-02-04 22:26:40,372,4,2.5,0,56.0,2000.0,1,0,0,1,The goal is to study behavioral decisions making. The study focused on consumer behavior 
4080,2023-02-04 22:24:58,2023-02-04 22:27:20,142,2,10.0,0,110.0,75000.0,1,1,1,0,The goal was to collect data predictions.
5800,2023-02-04 22:11:04,2023-02-04 22:28:13,1029,1,10.0,0,59.0,115.0,0,1,0,0,Understanding how we might predict the rate of hospitalizations within an epidemic based on how we interpret charts and graphs compiled from surveillance data 
3892,2023-02-04 22:23:42,2023-02-04 22:28:33,290,1,2.5,1,118.0,1000.0,1,1,1,0,The goal was for us to predict the peak of the infection. Along with the number of hospitalization based on the graph given.
4811,2023-02-04 22:25:39,2023-02-04 22:29:07,208,4,5.0,1,105.0,290.0,1,1,1,1,To see how people make estimates based on limited information
2279,2023-02-04 22:26:23,2023-02-04 22:29:49,206,4,2.5,1,90.0,1500.0,1,0,0,1,To evaluate a predictive model of a potential outbreak severity. To try and understand how people interpret data presented in graphical form.
2892,2023-02-04 22:25:56,2023-02-04 22:30:03,246,1,2.5,0,115.0,1250.0,1,0,0,0,To see if humans can accurately predict the peak of a pandemic and estimate the number of hospitalizations. 
1292,2023-02-04 22:27:45,2023-02-04 22:30:51,185,-2,5.0,1,102.0,1778.0,1,0,0,1,The goal of the study was to estimate when the peak of an epidemic will be. One could use past years data in addition to predicted data. 
3250,2023-02-04 22:23:56,2023-02-04 22:30:55,418,2,10.0,1,60.0,145.0,1,1,1,0,Evaluating the publics predictions on epidemic hospitalizations and possible when people predict hospitalizations will peak given a data model.
5088,2023-02-04 22:29:46,2023-02-04 22:32:13,147,3,2.5,0,51.0,30.0,1,0,0,0,To see what would be the peak days. ANd what would be the accidents on those days 
2351,2023-02-04 22:31:35,2023-02-04 22:33:29,113,2,2.5,0,56.0,1900.0,0,0,1,0,I had to read a graph about an epidemic and make some estimates
2417,2023-02-04 22:29:13,2023-02-04 22:33:54,280,-2,2.5,0,89.0,1670.0,1,0,0,0,I think the goal was to see how well someone can read the graph. I also think the goal was to see if a good prediction could be made.
2366,2023-02-04 22:26:19,2023-02-04 22:34:49,510,3,2.5,1,1900.0,900.0,0,1,1,0,See the trend in hospitalizations from the fictional epidemic picked up by  surveillance systems looking at a graph to see when the peak of infections were recorded to the last season 
1626,2023-02-04 22:27:32,2023-02-04 22:37:05,572,3,5.0,0,210.0,1.0,0,1,0,0,To determine the number of incident hospitalizations with respect to peak days
3336,2023-02-04 22:29:49,2023-02-04 22:37:09,440,4,5.0,0,57.0,62.0,1,1,0,0,The goal of the study is ro predict the peak of an epidemic
4100,2023-02-04 22:33:48,2023-02-04 22:37:20,212,4,2.5,0,72.0,707.0,1,1,1,0,determine when we felt an epidemic would hit its peak and how many hospitalizations would occur on that day.
4733,2023-02-04 22:31:35,2023-02-04 22:37:35,359,3,10.0,1,83.0,500.0,1,1,0,1,To see how people interpret data 
1615,2023-02-04 22:19:13,2023-02-04 22:38:43,1169,1,10.0,1,108.0,3326.824,0,0,0,1,too see how easy it is to understand the graph
444,2023-02-04 22:33:22,2023-02-04 22:39:53,390,-2,10.0,0,70.0,1110.0,1,0,1,0,How a layman interprets data.
5243,2023-02-04 22:41:31,2023-02-04 22:44:53,201,3,2.5,0,57.0,64.0,1,0,0,0,I expect that the goal was to  determine if people can correctly interpret graphed data.
5104,2023-02-04 22:38:02,2023-02-04 22:45:06,424,1,5.0,0,98.0,1400.0,1,1,1,0,To determine how well people do at using graphical depictions of data to predict trends
634,2023-02-04 22:39:58,2023-02-04 22:45:50,351,4,5.0,0,112.0,800.0,1,1,1,0,I believe the goal of the study is to determine how people interpret epidemiological data and whether there is a way to determine peak seasons of hospitalizations.
941,2023-02-04 22:40:21,2023-02-04 22:46:02,340,2,10.0,0,71.0,1250.0,0,1,1,0,The study wanted to gauge what I thought the peak amount of hospitalizations would be based on a chart that I was given.
2462,2023-02-04 22:34:49,2023-02-04 22:46:26,697,3,5.0,1,98.0,525.0,1,1,1,1,To better understand peoples ability to predict when a pandemic will peak and how many hospitalizations there may be when it does.
1236,2023-02-04 22:34:52,2023-02-04 22:46:53,720,3,5.0,0,57.0,64.0,0,1,0,0,this survey is to tell me incudents recorded in hospitilizations to improve this type of things for fucture
4557,2023-02-04 22:43:50,2023-02-04 22:49:05,315,1,2.5,0,80.0,1100.0,1,1,1,0,to determine how many expected hospitalizations would occur on the estimated peak day of an epidemic given data on past trends
4617,2023-02-04 22:44:25,2023-02-04 22:50:14,349,4,5.0,1,101.0,1652.482,1,1,1,0,to see if people can come up with a good estimate on the pandemic outbreak compared to previous seasons. 
5261,2023-02-04 22:47:21,2023-02-04 22:53:52,390,-2,2.5,1,57.0,64.0,0,0,1,0,To see if a person can read a graph.  And if a person can read all of the very small print in this study.
2343,2023-02-04 22:44:55,2023-02-04 22:54:18,563,4,2.5,1,91.0,400.0,0,1,0,0,Study a graph that showed past seasons hospital rates for peak days of sick people and how many there were. Make a educated guess on how many people on what day it will peak.
1963,2023-02-04 22:45:23,2023-02-04 22:54:26,543,2,2.5,1,91.0,473.0,0,1,1,0,"The research study seeks to demonstrate humans' abilities to predict parameters of a pandemic, including hospitalization incidents reported on a peak day and that peak day timing. It is to see if humans have any significant predictive ability when it comes to pandemics. "
3577,2023-02-04 22:51:50,2023-02-04 22:54:31,160,-2,5.0,1,103.0,1802.0,0,0,0,1,To be able to predict when the peak day of the epidemic would be using the graph to measure what day and amount sick would be.
3773,2023-02-04 22:51:44,2023-02-04 22:54:50,185,2,5.0,1,60.0,1700.0,1,0,0,0,To find the peak day and the maximum infection. 
2522,2023-02-04 22:49:21,2023-02-04 22:55:46,385,-2,5.0,0,91.0,1250.0,1,0,0,0,Forecasting peak number of hospitalizations 
5098,2023-02-04 22:50:03,2023-02-04 22:56:46,403,2,5.0,0,57.0,1666.0,0,0,1,0,"The goal is to record observations participants made in regards to a scenario involving a fictitious epidemic. By providing a graph of the number of hospitalizations over the course of over 200 days, participants are asked to predict when the epidemic is expected to reach its peak depending on some factors."
1113,2023-02-04 22:46:19,2023-02-04 22:56:47,628,1,10.0,1,108.0,3000.0,0,0,0,1,To see if people could accurately read covid data and make a prediction.
4729,2023-02-04 22:50:27,2023-02-04 22:56:59,391,3,10.0,1,99.0,1200.0,0,1,1,1,You are trying to learn more about how people predict the outcomes of a pandemic and are hoping to find a way to help technology make predictions in the future. 
760,2023-02-04 22:53:03,2023-02-04 22:57:01,237,3,10.0,0,90.0,1000.0,1,1,1,0,To predict the peak incident hospitalizations and how many days in that the peak occurs. The predictions are made using data from the current and previous two seasons.
4978,2023-02-04 22:42:13,2023-02-04 22:57:16,903,3,2.5,1,98.0,400.0,1,1,1,1,"To determine when this seasons pandemic numbers will peak
"
3612,2023-02-04 22:53:15,2023-02-04 22:57:20,245,3,5.0,1,89.0,1700000.0,1,1,0,1,"To see how different people interpret the data, and what their estimates are as a result."
1529,2023-02-04 22:51:52,2023-02-04 22:58:06,374,1,2.5,1,210.0,2500.0,0,0,1,0,"I'm gonna be honest, outside of some slight match about covid I don't know."
4302,2023-02-04 22:52:16,2023-02-04 22:58:09,352,1,5.0,1,57.0,1666.0,0,0,1,0,The goal of this study was to predict how an outbreak of an infectious agent would spread to hospitals. Using data from how an infectious agent spread somewhere else to predict how an outbreak would spread.
2989,2023-02-04 22:49:00,2023-02-04 22:58:59,598,-2,2.5,0,92.0,1330.0,1,0,0,0,"I think you said you were trying to see how well people could make predictions about pandemics, I assume given some quantitative information of the type the graph offered. "
3230,2023-02-04 22:54:05,2023-02-04 22:59:21,315,-2,2.5,0,89.0,1670.0,1,1,1,0,"The goal was to come up with the predicted day of peak hospital admissions and the number of those admissions, based on predicted data on the graph. "
1095,2023-02-04 22:54:23,2023-02-04 23:00:51,388,4,2.5,1,57.0,64.0,0,0,1,0,prediction of hospitalizations using previous year hospitalizations regarding pandemic scenario.
5152,2023-02-04 22:56:52,2023-02-04 23:00:54,241,4,5.0,1,97.0,1700.0,1,1,0,1,"The goal of the study was to observe a data chart and determine what they would be the peak of the epidemic. I have to figure not the peak of the epidemic, then figure out what you thought the highest hospitalization would be?"
5151,2023-02-04 22:55:45,2023-02-04 23:01:00,314,1,5.0,1,58.0,138.0,0,1,1,0,to predict on what day the epidemic would peak and how many hospitalizations would happen on that day
5377,2023-02-04 22:55:13,2023-02-04 23:01:42,389,1,2.5,0,100.0,1400.0,1,1,0,0,Predict a pandemic
4225,2023-02-04 22:58:05,2023-02-04 23:02:00,234,2,5.0,1,81.0,1259.0,1,1,0,0,Predict the peak and duration of this infection cycle
1367,2023-02-04 22:55:42,2023-02-04 23:02:08,385,-2,5.0,0,90.0,560.0,1,1,1,0,The goal was to predict the peak hospitalizations of a current season of infectious disease based on previous data and a current surveillance dataset. 
4600,2023-02-04 22:59:13,2023-02-04 23:02:29,196,-2,10.0,0,89.0,1123.0,1,0,0,0,To see if you understand the data presented to you and if you would pick the current data vs past data.
2387,2023-02-04 22:52:27,2023-02-04 23:02:34,607,2,2.5,0,75.0,250.0,1,1,1,0,The goal was to determine the peak point and the number of hospitalizations on that day. 
5691,2023-02-04 22:52:43,2023-02-04 23:03:09,626,1,10.0,0,90.0,750.0,1,1,1,0,"Sorry, but completely guess...To determine the general publics' ability to extract data via grafts."
4786,2023-02-04 23:02:51,2023-02-04 23:04:16,84,2,5.0,0,57.0,62.0,1,1,1,1,
1559,2023-02-04 23:02:30,2023-02-04 23:05:10,159,4,10.0,0,118.0,518.0,1,1,1,0,estimate stuff based on graphs
2456,2023-02-04 22:56:09,2023-02-04 23:05:34,565,1,10.0,1,92.0,700.0,1,1,1,1,I think the goal of this study is to see how common people interpret graphical data.
4958,2023-02-04 23:03:46,2023-02-04 23:05:59,133,2,10.0,0,57.0,1465.0,0,1,1,0,The goal is to see how people estimate results based on how they read data
20,2023-02-04 23:02:05,2023-02-04 23:06:38,272,2,10.0,1,107.0,2504.88,0,1,0,0,Discovering what populations think about data regarding infections and how they interpret the data to make predictions
5614,2023-02-04 22:49:01,2023-02-04 23:06:44,1062,2,10.0,1,57.0,1465.0,0,0,1,0,The goal of this study was to determine if someone can understand data and make a prediction regarding a fictional epidemic. Based on the data given someone can make an educational guess if on how many hospital incidents can occur.
5115,2023-02-04 23:03:08,2023-02-04 23:08:51,342,4,5.0,0,118.0,7.0,0,1,0,0,Determining how to read a prediction of a pandemic. Tracking potential risks.
2678,2023-02-04 23:04:03,2023-02-04 23:09:24,320,1,5.0,0,124.0,105.0,1,1,1,0,To estimate the figures of a pretend epidemic.
1344,2023-02-04 23:04:16,2023-02-04 23:12:09,472,3,5.0,0,95.0,450.0,0,1,0,0,I was to look at graph about a fictitious disease. Then I had to predict the peak day and amount of hospitalizations that would occur in it's third year.
5122,2023-02-04 23:02:47,2023-02-04 23:12:14,566,-2,2.5,1,89.0,1670.0,1,1,1,0,To determine what information people use to predict outcomes when presented with data.
4143,2023-02-04 23:07:20,2023-02-04 23:13:00,339,4,10.0,1,73.0,60.0,1,1,1,1,To predict the peak day and number of hospitalizations for a disease.
2329,2023-02-04 22:47:53,2023-02-04 23:13:05,1512,4,10.0,0,118.0,518.0,1,1,0,0,"This study seeks to determine if humans can predict the peak of an epidemic from the data given, both from a surveillance system, and from previous epidemics."
4354,2023-02-04 23:09:28,2023-02-04 23:13:17,228,1,10.0,0,56.0,1400.0,0,0,1,0,To determine how many incidents happened on the peak day and the peak day
4039,2023-02-04 23:09:39,2023-02-04 23:17:33,473,3,2.5,0,76.0,225.0,0,1,1,0,The goal of the study was to take a look at the chart and determine at what day the peak of hospitalizations would be.  Using the factors in the chart I estimated what day is the peak and how many hospitalizations would be at the peak.
2124,2023-02-04 23:09:35,2023-02-04 23:19:59,623,2,2.5,0,102.0,1100.0,1,0,0,0,Determine how exponential the scare of an infectious disease is going to be.
